MLV_ID,Nombre,Precio_Numerico,Score,Opiniones,Ventas_Estimadas,Visitas_10dias,EnvioGratis,Vendedor_Nombre,Vendedor_Estatus,Vendedor_Seguidores,Vendedor_Productos,Vendedor_Ventas,Vendedor_Recomendacion,Vendedor_AniosML,Vendedor_Link,Ubicacion_Tienda,Categoria,Subcategorias,Categorias,Marca,Modelo,Especificaciones,Imagen,Link_Producto,Google_Breakout_Vendedor,DeepExtracted,Synced_At
MLV552989398,Cinta Led Neón Flex 12v Cinco Metros Sin Transformador Blanco Frío,8.4,4.8,128,1000,0,Sí,INNOVALED,MercadoLíder Platinum,5200,500,10000,100,18,https://www.mercadolibre.com.ve/tienda/innovaled,"Barquisimeto, Lara",Hogar y Muebles,Iluminación para el Hogar > Cintas LED,Hogar y Muebles > Iluminación para el Hogar > Cintas LED,LedOn,CINTA LED,Marca: LedOn | Modelo: CINTA LED | Tipo de LED: 3825 | Color de la luz: Blanco frío | Voltaje: 12V | Voltaje de funcionamiento: 12V | Grado de protección: IP54 | Largo: 5 m | Cantidad de LEDs por metro: 60 | Incluye fuente de alimentación: No | Incluye controlador de color: No | Con Wi-Fi: No | Aplicaciones inteligentes compatibles: N/A,https://http2.mlstatic.com/D_NQ_NP_2X_612677-MLV52524748991_112022-F.webp,https://articulo.mercadolibre.com.ve/MLV-552989398-cinta-led-neon-flex-12v-cinco-metros-sin-transformador-blanco-frio-_JM,https://www.google.com/search?q=%22INNOVALED%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:42.350Z
MLV716213068,Control Remoto Nova Dos Botones Porton Electrico,9.25,4.7,14,500,0,Sí,PROINTE CA,MercadoLíder Platinum,1000,100,10000,100,9,https://www.mercadolibre.com.ve/pagina/prointe,"Santiago Mariño, Aragua",Hogar y Muebles,Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Hogar y Muebles > Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Centurion,Nova 2,Marca: Centurion | Modelo: Nova 2 | Alcance máximo: 100 m | Frecuencia: 433.92Mhz | Cantidad de botones del control: 2 | Incluye pilas: Sí | Tipo de pilas: 23A,https://http2.mlstatic.com/D_NQ_NP_2X_998527-MLV48465046718_122021-F.webp,https://articulo.mercadolibre.com.ve/MLV-716213068-control-remoto-nova-dos-botones-porton-electrico-_JM,https://www.google.com/search?q=%22PROINTE%20CA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:42.800Z
MLV825432048,Reflector Lampara Liviana Led De 100w Multivoltaje 85-265v Plateado Blanco Frío,3.95,4.8,99,1000,0,Sí,INVERSIONES BALMENCA,MercadoLíder Platinum,100,25,1000,100,13,https://www.mercadolibre.com.ve/pagina/inversionesbalmenca,"Mun. Libertador (Suroeste), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Reflectores,Hogar y Muebles > Iluminación para el Hogar > Reflectores,LWCC,Reflector LED,Marca: LWCC | Modelo: Reflector LED | Potencia: 100 W | Voltaje: 85 - 265V | Color de la carcasa: Plateado | Color de la luz: Blanco frío | Altura x Ancho x Profundidad: 25 cm x 13 cm x 5 cm | Eficiencia energética: AAA | Formato de venta: Unidad | Tipo de lámpara: LED | Temperatura de color: 6.500 K | Material del reflector: Aluminio | Tipo de instalación: Montable | Con sensor de movimiento: No | Es inalámbrico: No,https://http2.mlstatic.com/D_NQ_NP_2X_727782-MLV86414333792_062025-F.webp,https://articulo.mercadolibre.com.ve/MLV-825432048-reflector-lampara-liviana-led-de-100w-multivoltaje-85-265v-plateado-blanco-frio-_JM,https://www.google.com/search?q=%22INVERSIONES%20BALMENCA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:43.256Z
MLV791218208,Panel Decorativo 3d Para Pared Autoadhesivo Variedad Modelos,2.17,4.8,121,1000,0,Sí,Eagle Store,N/A,6900,100,10000,98,12,https://www.mercadolibre.com.ve/tienda/eagle-store,"Barquisimeto, Lara",Hogar y Muebles,Adornos y Decoración del Hogar > Vinilos Decorativos,Hogar y Muebles > Adornos y Decoración del Hogar > Vinilos Decorativos,TEEKOO,PANEL 3D AUTOADHESIVOS,Marca: TEEKOO | Modelo: PANEL 3D AUTOADHESIVOS | Formato de venta: Unidad | Es 3D: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_938568-MLV83233542974_042025-F.webp,https://articulo.mercadolibre.com.ve/MLV-791218208-panel-decorativo-3d-para-pared-autoadhesivo-variedad-modelos-_JM,https://www.google.com/search?q=%22Eagle%20Store%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:43.698Z
MLV920739726,Mini Lámpara Led Con Sensor De Encendido Blanco,2.8,4.8,88,500,0,Sí,LUISASC21,MercadoLíder Gold,50,100,1000,100,5,https://www.mercadolibre.com.ve/pagina/luisasc21,"Mun. Chacao (norte), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Lámparas > Lámparas de Pared,Hogar y Muebles > Iluminación para el Hogar > Lámparas > Lámparas de Pared,Genérico,LED,Marca: Genérico | Modelo: LED | Voltaje: 12W | Color de la estructura: Blanco | Color de la luz: Blanca y Amarilla | Temperatura de color: 6.000 K | Tipo de alimentación: Recargable | Formato de la lámpara: Redondo | Aplicaciones inteligentes compatibles: No | Es inalámbrico: Sí | Formato de venta: Unidad | Potencia: 12 W | Lugares de montaje: Pared | Materiales: Plástico | Tipos de fuentes de luz: Led blanca; led calida | Capacidad de focos: 1 | Incluye focos: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_892182-MLV94941408302_102025-F.webp,https://articulo.mercadolibre.com.ve/MLV-920739726-mini-lampara-led-con-sensor-de-encendido-blanco-_JM,https://www.google.com/search?q=%22LUISASC21%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:44.891Z
MLV566188316,Cortinas Sala-cuarto- Tela Vinílica- Antisolar,13,4.9,109,500,0,Sí,Vendido por CREACIONES_ F.C,MercadoLíder,N/A,25,1000,99,12,https://listado.mercadolibre.com.ve/_CustId_147336997,"Barquisimeto, Lara",Hogar y Muebles,Adornos y Decoración del Hogar > Cortinas y Accesorios > Cortinas y Persianas > Manuales,Hogar y Muebles > Adornos y Decoración del Hogar > Cortinas y Accesorios > Cortinas y Persianas > Manuales,Antisolar,Antisol,Marca: Antisolar | Modelo: Antisol | Tipo de cortina y persiana: Panel | Diseño de la tela: Liso | Formato de venta: Unidad | Altura x Ancho: 1.71 cm x 1.38 cm | Material: Algodón | Es black out: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_783102-MLV53228926939_012023-F.webp,https://articulo.mercadolibre.com.ve/MLV-566188316-cortinas-sala-cuarto-tela-vinilica-antisolar-_JM,https://www.google.com/search?q=%22Vendido%20por%20CREACIONES_%20F.C%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:45.338Z
MLV731145474,"Manguera Led Neon 110v Blanca, Calida Y De Colores",2.8,5,2,500,0,Sí,INNOVALED,MercadoLíder Platinum,5200,500,5000,100,3,https://www.mercadolibre.com.ve/tienda/innovaled,"Mun. Chacao (sur), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Cintas LED,Hogar y Muebles > Iluminación para el Hogar > Cintas LED,Innova Led,Manguera LED,Marca: Innova Led | Modelo: Manguera LED | Tipo de LED: 3035 | Voltaje: 120V | Voltaje de funcionamiento: 110v | Grado de protección: IP64 | Largo: 1 m | Cantidad de LEDs por metro: 120 | Incluye fuente de alimentación: No | Incluye controlador de color: No | Con Wi-Fi: No,https://http2.mlstatic.com/D_NQ_NP_2X_620578-MLV52792199858_122022-F.webp,https://articulo.mercadolibre.com.ve/MLV-731145474-manguera-led-neon-110v-blanca-calida-y-de-colores-_JM,https://www.google.com/search?q=%22INNOVALED%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:45.765Z
MLV721531609,Control Para Tu Portón Eléctrico Nova Original Al Mayor,9.2,4.9,296,1000,0,Sí,TECHNOJP,MercadoLíder Platinum,290,25,5000,100,9,https://www.mercadolibre.com.ve/pagina/technojp6412,"Cagua, Aragua",Hogar y Muebles,Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Hogar y Muebles > Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Nova,2,Marca: Nova | Modelo: 2 | Formato de venta: Unidad | Alcance máximo: 100 m | Cantidad de botones del control: 2 | Incluye pilas: Sí | Tipo de pilas: A23,https://http2.mlstatic.com/D_NQ_NP_2X_833469-MLV71807413335_092023-F.webp,https://articulo.mercadolibre.com.ve/MLV-721531609-control-para-tu-porton-electrico-nova-original-al-mayor-_JM,https://www.google.com/search?q=%22TECHNOJP%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:46.207Z
MLV763903632,Cinta Neon 12v 5m. Transformador Incluido. Colores Varios Color,9.9,4.8,98,500,0,Sí,TITANIUM LED,MercadoLíder Platinum,250,25,1000,99,21,https://www.mercadolibre.com.ve/pagina/titaniumled,"Mun. Sucre (este), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Cintas LED,Hogar y Muebles > Iluminación para el Hogar > Cintas LED,N/A,12V,Modelo: 12V | Tipo de LED: 2035 | Color de la luz: Color | Voltaje: 120V | Voltaje de funcionamiento: 12V | Grado de protección: IP64 | Largo: 5 m | Incluye fuente de alimentación: Sí | Incluye controlador de color: No | Con Wi-Fi: No | Es dimeable: No,https://http2.mlstatic.com/D_NQ_NP_2X_649019-MLV100822721312_122025-F.webp,https://articulo.mercadolibre.com.ve/MLV-763903632-cinta-neon-12v-5m-transformador-incluido-colores-varios-color-_JM,https://www.google.com/search?q=%22TITANIUM%20LED%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:46.662Z
MLV733661642,Cortinas 100% Blackout,18,4.8,140,500,0,Sí,ESPAZIOHOGAR1,N/A,310,50,1000,97,8,https://www.mercadolibre.com.ve/pagina/espaziohogar1,"Mun. Libertador (Centro), Distrito Capital",Hogar y Muebles,Adornos y Decoración del Hogar > Cortinas y Accesorios > Cortinas y Persianas > Manuales,Hogar y Muebles > Adornos y Decoración del Hogar > Cortinas y Accesorios > Cortinas y Persianas > Manuales,Terko,Blackout,Marca: Terko | Modelo: Blackout | Tipo de cortina y persiana: Cortina | Diseño de la tela: Liso | Altura x Ancho: 2.13 m x 1.32 m | Material: Poliéster | Es black out: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_724909-MLV93950152542_102025-F.webp,https://articulo.mercadolibre.com.ve/MLV-733661642-cortinas-100-blackout-_JM,https://www.google.com/search?q=%22ESPAZIOHOGAR1%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:47.111Z
MLV582068488,Control Novus Codiplug Para Portones Eléctricos,14.5,4.9,208,500,0,Sí,JLKSOLUTIONSSECURITY,MercadoLíder Platinum,120,100,1000,100,5,https://www.mercadolibre.com.ve/pagina/jlksolutionssecurity,"Mun. Chacao (norte), Distrito Capital",Hogar y Muebles,Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Hogar y Muebles > Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Codiplug,Novus,Marca: Codiplug | Modelo: Novus | Frecuencia: 433 | Cantidad de botones del control: 2,https://http2.mlstatic.com/D_NQ_NP_2X_785527-MLV110902141743_042026-F.webp,https://articulo.mercadolibre.com.ve/MLV-582068488-control-novus-codiplug-para-portones-electricos-_JM,https://www.google.com/search?q=%22JLKSOLUTIONSSECURITY%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:47.590Z
MLV749290607,Lampara De Riel Track Light 2 Vias 40w Negra Blanca,9.8,4.8,50,500,0,Sí,INNOVALED,MercadoLíder Platinum,5200,500,10000,100,18,https://www.mercadolibre.com.ve/tienda/innovaled,"Barquisimeto, Lara",Hogar y Muebles,Iluminación para el Hogar > Lámparas > Lámparas de Techo,Hogar y Muebles > Iluminación para el Hogar > Lámparas > Lámparas de Techo,Innova Led,LED,Marca: Innova Led | Modelo: LED | Voltaje: 110V | Tipos de fuentes de luz: LED | Capacidad de focos: 1 | Potencia: 40 W | Lugares de montaje: Techo | Materiales: Aluminio,https://http2.mlstatic.com/D_NQ_NP_2X_841027-MLV72202950527_102023-F.webp,https://articulo.mercadolibre.com.ve/MLV-749290607-lampara-de-riel-track-light-2-vias-40w-negra-blanca-_JM,https://www.google.com/search?q=%22INNOVALED%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:48.319Z
MLV580882825,Manguera Cinta Led Neon 120 Led Luz Blanca Metro,2.8,4.8,40,500,0,Sí,INNOVALED,MercadoLíder Platinum,5200,500,10000,100,18,https://www.mercadolibre.com.ve/tienda/innovaled,"Barquisimeto, Lara",Hogar y Muebles,Iluminación para el Hogar > Cintas LED,Hogar y Muebles > Iluminación para el Hogar > Cintas LED,Innova Led,Neon,Marca: Innova Led | Modelo: Neon | Tipo de LED: 5050 | Voltaje: 120V | Voltaje de funcionamiento: 110V | Grado de protección: IP54 | Color De La Luz: Blanco neutro | Largo: 1 m | Cantidad de LEDs por metro: 60 | Incluye fuente de alimentación: No | Incluye controlador de color: No | Con Wi-Fi: No,https://http2.mlstatic.com/D_NQ_NP_2X_891878-MLV46603591938_072021-F.webp,https://articulo.mercadolibre.com.ve/MLV-580882825-manguera-cinta-led-neon-120-led-luz-blanca-metro-_JM,https://www.google.com/search?q=%22INNOVALED%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:48.759Z
MLV801231968,Silla Plástica Duraplas Comedor/cafe/exteriores/gama/colores Plástico Variados Varios,11.99,4.9,52,500,0,Sí,CHIMENEAS PLUS,MercadoLíder Platinum,2900,100,10000,98,14,https://www.mercadolibre.com.ve/pagina/chimeneasplus7765,"Valencia (Valencia), Carabobo",Hogar y Muebles,"Muebles para el Hogar > Sillas, Sofás y Taburetes > Sillas de Comedor","Hogar y Muebles > Muebles para el Hogar > Sillas, Sofás y Taburetes > Sillas de Comedor",silla plastica,PREGUNTAR COLORES DISPONIBLES,Fabricante: silla plastica | Marca: silla plastica | Modelo: PREGUNTAR COLORES DISPONIBLES | Cantidad de sillas por set: 10 | Diseño de la tela: Plástico | Color de la estructura de la silla: Variados | Color del asiento: Varios | Materiales de la estructura: Plástico | Estilo: Clásico | Firmeza: Firme,https://http2.mlstatic.com/D_NQ_NP_2X_649054-MLV78627755003_082024-F.webp,https://articulo.mercadolibre.com.ve/MLV-801231968-silla-plastica-duraplas-comedorcafeexterioresgamacolores-plastico-variados-varios-_JM,https://www.google.com/search?q=%22CHIMENEAS%20PLUS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:49.186Z
MLV746706338,"Combo Delantal + Bandana En Gabardina, Chef Cocinero Barista Negro",5.15,4.8,215,1000,0,Sí,Vendido por LOMASGLOBAL-GMAIL.COM,MercadoLíder Gold,N/A,5,1000,99,19,https://listado.mercadolibre.com.ve/_CustId_15389689,"Girardot (Maracay), Aragua",Hogar y Muebles,Textiles de Hogar y Decoración > Textiles de Cocina > Delantales,Hogar y Muebles > Textiles de Hogar y Decoración > Textiles de Cocina > Delantales,Genérica,Estándar Unisex con Hebilla para la Talla,Marca: Genérica | Línea: Uniformes de Trabajo | Modelo: Estándar Unisex con Hebilla para la Talla | Color: Negro | Ancho x Altura: 70 cm x 80 cm | Tipo de delantal de cocina: Combo Delantal Completo más Gorro | Género: Sin género | Materiales: Gabardina | Cantidad de bolsillos: 2 | Con ajuste en el cuello: Sí | Con ajuste en la cintura: Sí | Es apto para lavadora: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_600343-MLV75105352933_032024-F.webp,https://articulo.mercadolibre.com.ve/MLV-746706338-combo-delantal-bandana-en-gabardina-chef-cocinero-barista-negro-_JM,https://www.google.com/search?q=%22Vendido%20por%20LOMASGLOBAL-GMAIL.COM%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:49.623Z
MLV745595669,Porta Esponja En Acero Inoxidable Autoadhesivo X2 Unidades,4.99,4.8,142,500,0,Sí,TECHNOSMARTVE,MercadoLíder Platinum,310,50,1000,100,15,https://www.mercadolibre.com.ve/pagina/technosmart,"San Felipe, Yaracuy",Hogar y Muebles,Cocina > Almacenamiento y Organización > Organizadores para Cocina > Organizadores de Fregaderos,Hogar y Muebles > Cocina > Almacenamiento y Organización > Organizadores para Cocina > Organizadores de Fregaderos,Genérica,2 Portaesponjas,"Marca: Genérica | Modelo: 2 Portaesponjas | Tipo de producto: Porta esponja | Largo x Ancho x Altura: 5 cm x 4 cm x 4.5 cm | Tipos de instalación: Adhesivo, Fácil | Materiales: Acero inoxidable | Con agujeros de drenaje: No | Con dosificador: No | Con superficie antideslizante: Sí | Accesorios incluidos: Adhesivo",https://http2.mlstatic.com/D_NQ_NP_2X_915699-MLV105700222021_012026-F.webp,https://articulo.mercadolibre.com.ve/MLV-745595669-porta-esponja-en-acero-inoxidable-autoadhesivo-x2-unidades-_JM,https://www.google.com/search?q=%22TECHNOSMARTVE%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:50.128Z
MLV796936984,Silla De Oficina Para Visitante O De Espera Negro Goma,45.95,4.9,85,500,0,Sí,Venspeed,MercadoLíder Platinum,3000,500,100000,99,14,https://www.mercadolibre.com.ve/tienda/venspeed,"Mun. Chacao (sur), Distrito Capital",Industrias,"Equipamiento para Oficinas > Mesas, Sillas y Escritorios > Sillas","Industrias > Equipamiento para Oficinas > Mesas, Sillas y Escritorios > Sillas",VENSEAT,visitante,Formato de venta: Unidad | Material del tapizado: Goma | Materiales de la estructura: Metal | Materiales del relleno: Goma espuma | Altura del respaldo: 40 cm | Profundidad del asiento: 40 cm | Ancho de la silla: 50 cm | Altura máxima de la silla: 75 cm | Requiere ensamblado: Sí | Incluye manual de ensamblado: Sí | Con respaldo reclinable: No | Tipo de silla de oficina: Visitante | Con aro para pies: No | Marca: VENSEAT | Modelo: visitante | Modelo alfanumérico: FH37 | Color: Negro | Modelo detallado: FH37 | Peso máximo soportado: 90 kg | Es gamer: No | Es ergonómica: Sí | Es giratoria: No | Con altura ajustable: No | Con ruedas: No | Con apoyabrazos: No | Con luces: No | Con apoyabrazos ajustable: No | Con apoyacabezas: No | Con apoya pies: No | Es gamer: No | Con apoyabrazos ajustable: No | Es giratoria: No | Es ergonómica: Sí | Con respaldo reclinable: No | Con altura regulable: No,https://http2.mlstatic.com/D_NQ_NP_2X_745656-MLV113291817875_062026-F.webp,https://articulo.mercadolibre.com.ve/MLV-796936984-silla-de-oficina-para-visitante-o-de-espera-negro-goma-_JM,https://www.google.com/search?q=%22Venspeed%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:50.872Z
MLV733589613,Lampara Antipolvo 2x18 2x36 Para Tubo Led T8 Gris,14.04,4.9,17,500,0,Sí,INNOVALED,MercadoLíder Platinum,5200,500,5000,100,3,https://www.mercadolibre.com.ve/tienda/innovaled,"Mun. Chacao (sur), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Lámparas > Lámparas de Techo,Hogar y Muebles > Iluminación para el Hogar > Lámparas > Lámparas de Techo,Innova Led,ANTIPOLVO,Marca: Innova Led | Modelo: ANTIPOLVO | Voltaje: 120/220V | Color de la estructura: Gris | Lugares de montaje: Techo | Materiales: PVC | Tipo de alimentación: Corriente | Formato de la lámpara: Carril recto,https://http2.mlstatic.com/D_NQ_NP_2X_947267-MLV53313318231_012023-F.webp,https://articulo.mercadolibre.com.ve/MLV-733589613-lampara-antipolvo-2x18-2x36-para-tubo-led-t8-gris-_JM,https://www.google.com/search?q=%22INNOVALED%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:51.291Z
MLV743753019,Lámpara Led Panel Redondo Superficial 12w 6500k,5.2,4.8,119,1000,0,Sí,Sempiled,MercadoLíder Platinum,380,50,5000,100,6,https://www.mercadolibre.com.ve/tienda/sempiled,"Mun. Libertador (Noreste), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Lámparas > Lámparas de Techo,Hogar y Muebles > Iluminación para el Hogar > Lámparas > Lámparas de Techo,SEMPILED,Superficial 12W,"Marca: SEMPILED | Modelo: Superficial 12W | Voltaje: AC85-265V | Color de la luz: 6500K | Temperatura de color: 6.500 K | Tipo de alimentación: Corriente eléctrica | Formato de la lámpara: Superficial | Aplicaciones inteligentes compatibles: N/A | Es inalámbrico: No | Voltaje de la batería: N/A | Formato de venta: Unidad | Potencia: 12 W | Lugares de montaje: Techo, Pared | Materiales: Hierro, PVC | Tipos de fuentes de luz: LED | Capacidad de focos: 1 | Incluye focos: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_780445-MLV103441233065_012026-F.webp,https://articulo.mercadolibre.com.ve/MLV-743753019-lampara-led-panel-redondo-superficial-12w-6500k-_JM,https://www.google.com/search?q=%22Sempiled%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:51.789Z
MLV711749046,Silla Ejecutiva 9050 Oficina Negro,59.95,4.8,277,1000,0,Sí,Venspeed,MercadoLíder Platinum,3000,500,100000,99,14,https://www.mercadolibre.com.ve/tienda/venspeed,"Mun. Chacao (sur), Distrito Capital",Hogar y Muebles,"Muebles para el Hogar > Sillas, Sofás y Taburetes > Sillas de Oficina","Hogar y Muebles > Muebles para el Hogar > Sillas, Sofás y Taburetes > Sillas de Oficina",Venseat,9050,Formato de venta: Unidad | Materiales de la estructura: Metal | Materiales del relleno: Goma espuma | Altura del respaldo: 45 cm | Profundidad del asiento: 50 cm | Ancho de la silla: 60 cm | Altura máxima de la silla: 96 cm | Requiere ensamblado: Sí | Incluye manual de ensamblado: Sí | Con altura ajustable: Sí | Con ruedas: Sí | Con apoyabrazos: Sí | Con luces: No | Con apoyabrazos ajustable: No | Con apoyacabezas: No | Con apoya pies: No | Marca: Venseat | Modelo: 9050 | Modelo alfanumérico: 90500 | Color: Negro | Modelo detallado: 90500 | Peso máximo soportado: 90 kg | Es gamer: No | Es ergonómica: Sí | Es giratoria: Sí | Con respaldo reclinable: No | Tipo de silla de oficina: Ejecutiva | Es gamer: No | Con apoyabrazos ajustable: No | Es giratoria: Sí | Es ergonómica: Sí | Con respaldo reclinable: No | Con altura regulable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_708954-MLV113292030067_062026-F.webp,https://articulo.mercadolibre.com.ve/MLV-711749046-silla-ejecutiva-9050-oficina-negro-_JM,https://www.google.com/search?q=%22Venspeed%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:52.226Z
MLV769312971,Reflector Lampara Liviana Led De 150w Multivoltaje 85-265v Plateado Blanco Frío,5.95,5,43,500,0,Sí,INVERSIONES BALMENCA,MercadoLíder Platinum,100,25,1000,100,13,https://www.mercadolibre.com.ve/pagina/inversionesbalmenca,"Mun. Libertador (Suroeste), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Reflectores,Hogar y Muebles > Iluminación para el Hogar > Reflectores,Led LWCC,Reflector LED,Marca: Led LWCC | Modelo: Reflector LED | Potencia: 150 W | Voltaje: 85 - 265V | Color de la carcasa: Plateado | Color de la luz: Blanco frío | Altura x Ancho x Profundidad: 25 cm x 18 cm x 5 cm | Eficiencia energética: AAA | Formato de venta: Unidad | Tipo de lámpara: LED | Temperatura de color: 6.500 K | Material del reflector: Aluminio | Tipo de instalación: Montable | Con sensor de movimiento: No | Es inalámbrico: No,https://http2.mlstatic.com/D_NQ_NP_2X_712835-MLV86480048256_062025-F.webp,https://articulo.mercadolibre.com.ve/MLV-769312971-reflector-lampara-liviana-led-de-150w-multivoltaje-85-265v-plateado-blanco-frio-_JM,https://www.google.com/search?q=%22INVERSIONES%20BALMENCA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:52.907Z
MLV735407857,Lampara Led Panel Redonda Superficial Con Borde Infinito 18w Blanco 2 Años De Garantía,5.4,4.8,66,500,0,Sí,Sempiled,MercadoLíder Platinum,390,50,5000,100,6,https://www.mercadolibre.com.ve/tienda/sempiled,"Mun. Libertador (Noreste), Distrito Capital",Hogar y Muebles,Iluminación para el Hogar > Lámparas > Lámparas de Techo,Hogar y Muebles > Iluminación para el Hogar > Lámparas > Lámparas de Techo,Sempiled,Superficial,"Marca: Sempiled | Modelo: Superficial | Voltaje: 85 - 265V | Color de la estructura: Blanco | Color de la luz: Blanco | Temperatura de color: 6.500 K | Tipo de alimentación: Corriente | Formato de la lámpara: Redonda Empotrable | Es inalámbrico: No | Voltaje de la batería: N/A | Forma: Redonda | Formato de venta: Unidad | Potencia: 18 W | Lugares de montaje: Techo, Pared | Materiales: Plástico/Aluminio | Tipos de fuentes de luz: LED | Capacidad de focos: 1 | Incluye focos: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_713440-MLV91049868223_082025-F.webp,https://articulo.mercadolibre.com.ve/MLV-735407857-lampara-led-panel-redonda-superficial-con-borde-infinito-18w-blanco-2-anos-de-garantia-_JM,https://www.google.com/search?q=%22Sempiled%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:53.642Z
MLV706972890,Control Remoto Nova2 Original Para Portones Eléctricos,9.25,4.9,17,1000,0,Sí,PROINTE CA,MercadoLíder Platinum,1000,100,10000,100,9,https://www.mercadolibre.com.ve/pagina/prointe,"Santiago Mariño, Aragua",Hogar y Muebles,Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Hogar y Muebles > Seguridad para el Hogar > Automatización para Portones > Controles Remotos para Portón,Centurion,Nova 2,Marca: Centurion | Modelo: Nova 2 | Formato de venta: Unidad | Alcance máximo: 100 m | Frecuencia: 433.92Mhz | Cantidad de botones del control: 2 | Incluye pilas: Sí | Tipo de pilas: 23A,https://http2.mlstatic.com/D_NQ_NP_2X_805484-MLV83994729985_042025-F.webp,https://articulo.mercadolibre.com.ve/MLV-706972890-control-remoto-nova2-original-para-portones-electricos-_JM,https://www.google.com/search?q=%22PROINTE%20CA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:32:54.082Z
